Consecutivo de la fila;Nombre de la serie;Consecutivo de la  subserie;Nombre de la subserie;Fecha de inicio;Fecha de finalización;Años en archivo de gestión;Años en archivo central;Disposición final;Soporte;Procedimiento;
293;CONTRATOS;68;Contratos de suscripción de concurso de méritos - desierta;2018-11-29;2050-12-26;2;18;SELECCION;PAPEL;Son documentos que adquieren valores administrativos, legales, fiscales y contables. Dando cumplimiento a la Ley 80 de 1993 las prescripciones por razones de responsabilidad contractual se cumplen a los 20 años.  Se conservan 2 años en el Archivo de Gestión y 187 años en el Archivo Central, cumplidos los 20 años se aplica una selección cualitativa o cuantitativa del 10% anual para su conservación total.;293
294;CONTRATOS;69;Contratos de suscripción de contratación directa - cd;2018-11-29;2050-12-26;2;18;SELECCION;PAPEL;Son documentos que adquieren valores administrativos, legales, fiscales y contables. Dando cumplimiento a la Ley 80 de 1993 las prescripciones por razones de responsabilidad contractual se cumplen a los 20 años.  Se conservan 2 años en el Archivo de Gestión y 187 años en el Archivo Central, cumplidos los 20 años se aplica una selección cualitativa o cuantitativa del 10% anual para su conservación total.;294
295;CONTRATOS;70;Contratos de consultoría de selección abreviada – sa;2018-11-29;2050-12-26;2;18;SELECCION;PAPEL;Son documentos que adquieren valores administrativos, legales, fiscales y contables. Dando cumplimiento a la Ley 80 de 1993 las prescripciones por razones de responsabilidad contractual se cumplen a los 20 años.  Se conservan 2 años en el Archivo de Gestión y 187 años en el Archivo Central, cumplidos los 20 años se aplica una selección cualitativa o cuantitativa del 10% anual para su conservación total.;295
296;PORTAFOLIO DE SERVICIOS;1;Portafolio de servicios;2018-11-29;2050-12-26;2;8;SELECCION;PAPEL;Se conservan 2 años en el Archivo de Gestión y 8 años en el Archivo Central. Cumplido el tiempo de retención realizar una selección cualitativa del 10% de aquellas piezas publicitarias que tengan representatividad para la entidad y aporten a la construcción de la historia y la investigación, como las que evidencias cambios significativos en la oferta académica. La información se conserva en medio digital. Resolución 12220 de 2016 del Ministerio de Educación, artículo 8. ;296
297;PUBLICIDAD INSTITUCIONAL;1;Publicidad institucional;2018-11-29;2050-12-26;2;8;SELECCION;PAPEL;Se conservan 2 años en el Archivo de Gestión y 8 años en el Archivo Central. Cumplido el tiempo de retención realizar una selección cualitativa del 10% de aquellas piezas publicitarias que tengan representatividad para la entidad y aporten a la construcción de la historia y la investigación, como las que evidencias cambios significativos en la oferta académica. La información se conserva en medio digital. Resolución 12220 de 2016 del Ministerio de Educación, artículo 8. ;297
298;CONSENTIMIENTOS PARA PRUEBAS DE ESFUERZOS;2;Consentimientos para pruebas de esfuerzos de laboratorio de fisiología;2018-11-29;2050-12-26;2;1;ELIMINACION;PAPEL;Se conservan 2 años en el Archivo de Gestión, cumplido el tiempo de retención eliminar por perdida de valores primarios, son documentos que pierden vigencia una vez se haya presentado a prueba. ;298
199;INVENTARIOS;6;Inventarios documentales de archivo de gestión de laboratorio de fisiología;2018-11-29;2050-12-26;2;0;ELIMINACION;PAPEL;Se conservan 2 años en el Archivo de Gestión, cumplido el tiempo de retención eliminar por perdida de valores primarios, son documentos que se actualizan constantemente. ;199
200;INVENTARIOS;7;Inventarios documentales de archivo de gestión de laboratorio de morfología ;2018-11-29;2050-12-26;2;0;ELIMINACION;PAPEL;Se conservan 2 años en el Archivo de Gestión, cumplido el tiempo de retención eliminar por perdida de valores primarios, son documentos que se actualizan constantemente. ;200
201;INVENTARIOS;8;Inventarios documentales de archivo de gestión de laboratorio de simulación clínica;2018-11-29;2050-12-26;2;0;ELIMINACION;PAPEL;Se conservan 2 años en el Archivo de Gestión, cumplido el tiempo de retención eliminar por perdida de valores primarios, son documentos que se actualizan constantemente. ;201
202;FICHAS TÉCNICAS LABORATORIO;2;Fichas técnicas laboratorio de fisiología;2018-11-29;2050-12-26;2;1;ELIMINACION;PAPEL;Se conservan 2 años en el Archivo de Gestión, cumplido el tiempo de retención eliminar por perdida de valores primarios, el mantenimiento de cada equipo se registra en su hoja de vida.;202
203;FICHAS TÉCNICAS LABORATORIO;3;Fichas técnicas laboratorio de simulación clínica;2018-11-29;2050-12-26;2;1;ELIMINACION;PAPEL;Se conservan 2 años en el Archivo de Gestión, cumplido el tiempo de retención eliminar por perdida de valores primarios, el mantenimiento de cada equipo se registra en su hoja de vida.;203
204;FICHAS TÉCNICAS LABORATORIO;4;Fichas técnicas de laboratorios integrados;2018-11-29;2050-12-26;2;1;ELIMINACION;PAPEL;Se conservan 2 años en el Archivo de Gestión, cumplido el tiempo de retención eliminar por perdida de valores primarios, el mantenimiento de cada equipo se registra en su hoja de vida.;204
205;FICHAS TÉCNICAS LABORATORIO;5;Fichas técnicas laboratorio laboratorio de morfología ;2018-11-29;2050-12-26;2;1;ELIMINACION;PAPEL;Se conservan 2 años en el Archivo de Gestión, cumplido el tiempo de retención eliminar por perdida de valores primarios, el mantenimiento de cada equipo se registra en su hoja de vida.;205
206;MANUALES;12;Manuales generales de bioseguridad de laboratorio de fisiología;2018-11-29;2050-12-26;2;8;CONSERVACION TOTAL;PAPEL;Se conservan 2 años en el Archivo de Gestión y 8 años en el Archivo Central. Su conservación total se regula en la Circular 003 de 2015 AGN;206
207;MANUALES;13;Manuales generales de bioseguridad de laboratorio de morfología ;2018-11-29;2050-12-26;2;8;CONSERVACION TOTAL;PAPEL;Se conservan 2 años en el Archivo de Gestión y 8 años en el Archivo Central. Su conservación total se regula en la Circular 003 de 2015 AGN;207
208;MANUALES;14;Manuales de usuario de laboratorio de simulación clínica;2018-11-29;2050-12-26;2;8;CONSERVACION TOTAL;PAPEL;Se conservan 2 años en el Archivo de Gestión y 8 años en el Archivo Central. Su conservación total se regula en la Circular 003 de 2015 AGN;208
209;MANUALES;15;Manuales generales de bioseguridad de laboratorios integrados ;2018-11-29;2050-12-26;2;8;CONSERVACION TOTAL;PAPEL;Se conservan 2 años en el Archivo de Gestión y 8 años en el Archivo Central. Su conservación total se regula en la Circular 003 de 2015 AGN;209
210;HOJAS DE VIDA EQUIPOS DE LABORATORIO;2;Hojas de vida equipos de laboratorio de fisiología;2018-11-29;2050-12-26;2;5;ELIMINACION;PAPEL;Se transfiere al Archivo Central 2 años después de concluir la tramitación de autorización de baja del equipo. Son documentos que tienen valor administrativo. Una vez cumplan el tiempo en el Archivo Central que corresponde a 5 años se eliminan.;210
211;HOJAS DE VIDA EQUIPOS DE LABORATORIO;3;Hojas de vida equipos de laboratorio de simulación clínica;2018-11-29;2050-12-26;2;5;ELIMINACION;PAPEL;Se transfiere al Archivo Central 2 años después de concluir la tramitación de autorización de baja del equipo. Son documentos que tienen valor administrativo. Una vez cumplan el tiempo en el Archivo Central que corresponde a 5 años se eliminan.;211
212;HOJAS DE VIDA EQUIPOS DE LABORATORIO;4;Hojas de vida equipos de laboratorios integrados;2018-11-29;2050-12-26;2;5;ELIMINACION;PAPEL;Se transfiere al Archivo Central 2 años después de concluir la tramitación de autorización de baja del equipo. Son documentos que tienen valor administrativo. Una vez cumplan el tiempo en el Archivo Central que corresponde a 5 años se eliminan.;212
213;REGISTROS;11;Registros de prácticas e investigaciones de laboratorio de fisiología;2018-11-29;2050-12-26;8;0;ELIMINACION;PAPEL;Conservar en el Archivo de Gestión 8 años, cumplido el tiempo de retención  eliminar  por tratarse de documentos que debe actualizar la universidad cada 7 años para  acreditar ante el Ministerio de Educación Nacional, que los programas ofertados por la universidad cumplen con las condiciones de calidad, según lo establecido en la Ley 1188 de 2008, el Decreto 1295 de 2010. La información se conserva en medio digital. ;213
214;REGISTROS;12;Registros de prácticas e investigaciones de laboratorio de morfología ;2018-11-29;2050-12-26;8;0;ELIMINACION;PAPEL;Conservar en el Archivo de Gestión 8 años, cumplido el tiempo de retención  eliminar  por tratarse de documentos que debe actualizar la universidad cada 7 años para  acreditar ante el Ministerio de Educación Nacional, que los programas ofertados por la universidad cumplen con las condiciones de calidad, según lo establecido en la Ley 1188 de 2008, el Decreto 1295 de 2010. La información se conserva en medio digital. ;214
215;REGISTROS;13;Registros de prácticas e investigaciones de laboratorio de simulación clínica;2018-11-29;2050-12-26;8;0;ELIMINACION;PAPEL;Conservar en el Archivo de Gestión 8 años, cumplido el tiempo de retención  eliminar  por tratarse de documentos que debe actualizar la universidad cada 7 años para  acreditar ante el Ministerio de Educación Nacional, que los programas ofertados por la universidad cumplen con las condiciones de calidad, según lo establecido en la Ley 1188 de 2008, el Decreto 1295 de 2010. La información se conserva en medio digital. ;215
216;REGISTROS;14;Registros de prácticas e investigaciones de laboratorios integrados ;2018-11-29;2050-12-26;8;0;ELIMINACION;PAPEL;Conservar en el Archivo de Gestión 8 años, cumplido el tiempo de retención  eliminar  por tratarse de documentos que debe actualizar la universidad cada 7 años para  acreditar ante el Ministerio de Educación Nacional, que los programas ofertados por la universidad cumplen con las condiciones de calidad, según lo establecido en la Ley 1188 de 2008, el Decreto 1295 de 2010. La información se conserva en medio digital. ;216
217;MANUALES;16;Manuales generales de bioseguridad de laboratorio de simulación clínica;2018-11-29;2050-12-26;2;8;CONSERVACION TOTAL;PAPEL;Se conservan 2 años en el Archivo de Gestión y 8 años en el Archivo Central. Su conservación total se regula en la Circular 003 de 2015 AGN;217
218;INVENTARIOS;9;Inventarios de insumos consumibles laboratorios integrados;2018-11-29;2050-12-26;2;0;ELIMINACION;PAPEL;Se conservan 2 años en el Archivo de Gestión, cumplido el tiempo de retención eliminar por perdida de valores primarios, son documentos que se actualizan constantemente. ;218
219;REGISTROS DE LOS PROGRAMAS DE FORMACIÓN PARA EL TRABAJO Y DESARROLLO HUMANO;1;Registros de los programas de formación para el trabajo y desarrollo humano;2018-11-29;2050-12-26;2;8;CONSERVACION TOTAL;PAPEL;Se conservan 2 años en el Archivo de Gestión y 8 años en el Archivo Central. Su conservación total se regula en la Circular 003 de 2015 AGN;219
220;HISTORIAS ACADÉMICAS;1;Historias académicas;2018-11-29;2050-12-26;2;88;SELECCION;PAPEL;Se transfieren al Archivo Central 2 años después de que se gradúan los estudiantes o cuando un estudiante se encuentra retirado por un periodo de 5 años o más. Una vez cumpla el tiempo de retención de 88 años  en el Archivo Central, cumplido el tiempo de retención seleccionar el 5% aquellas historias académicas que aportes valores secundarios, como la representatividad o el impacto que haya generado algún funcionario para la universidad  o el municipio;220
221;TRABAJOS DE GRADO;1;Trabajos de grado;2018-11-29;2050-12-26;100;0;CONSERVACION TOTAL;PAPEL;Esta seré es de conservación permanente en el Archivo de Gestión, por ser documentos de constante consulta. Los estudiantes entregan una copia del trabajo de Grado en formato digital y se guarda la información en la plataforma digital. ;221
222;BOLSA DE EMPLEO;1;Bolsa de empleo;2018-11-29;2050-12-26;2;0;CONSERVACION TOTAL;PAPEL;La información se conserva permanentemente en el Archivo de Gestión, se  almacenan en la plataforma.;222
223;PLANES;17;Planes estratégicos de talento humano programa de bienestar social;2018-11-29;2050-12-26;2;8;CONSERVACION TOTAL;PAPEL;Se conservan 2 años en el Archivo de Gestión y 8 años en el Archivo Central,  esta serie es de conservación total por ser documentos que hacen parte de la memoria institucional, este documento contiene los proyectos de inversión que se financiarán con recursos propios. Ley 1510 del 14 de enero de 2012, Ley 1607 del 26 de diciembre de 2012, Decreto Reglamentario 1835 del 28 de agosto de 2013. ;223
224;PROGRAMAS;10;Programas de apoyo al mejoramiento académico amaca - acompañamiento a estudiantes;2018-11-29;2050-12-26;2;8;ELIMINACION;PAPEL;Se conservan 2 años en el Archivo de Gestión y 8 años en el Archivo Centra. Cumplido el tiempo de retención en el Archivo de Gestión eliminar por ser documentos que pierden sus valores primarios, son soportes para el Registro Calificado que se debe renovar cada 7 años. Los resultados de las pruebas proyectivas no se transfieren se eliminan en el Archivo de Gestión mediante picado. ;224
225;PROGRAMAS;11;Programas de apoyo al mejoramiento académico amaca - programa control consulta psicológica;2018-11-29;2050-12-26;2;8;ELIMINACION;PAPEL;Se conservan 2 años en el Archivo de Gestión y 8 años en el Archivo Centra. Cumplido el tiempo de retención en el Archivo de Gestión eliminar por ser documentos que pierden sus valores primarios, son soportes para el Registro Calificado que se debe renovar cada 7 años. Los resultados de las pruebas proyectivas no se transfieren se eliminan en el Archivo de Gestión mediante picado. ;225
226;PROGRAMAS;12;Programas de apoyo al mejoramiento académico amaca - inducción estudiantes;2018-11-29;2050-12-26;2;8;ELIMINACION;PAPEL;Se conservan 2 años en el Archivo de Gestión y 8 años en el Archivo Centra. Cumplido el tiempo de retención en el Archivo de Gestión eliminar por ser documentos que pierden sus valores primarios, son soportes para el Registro Calificado que se debe renovar cada 7 años. Los resultados de las pruebas proyectivas no se transfieren se eliminan en el Archivo de Gestión mediante picado. ;226
227;PROGRAMAS;13;Programas de apoyo al mejoramiento académico amaca - pruebas proyectivas;2018-11-29;2050-12-26;2;8;ELIMINACION;PAPEL;Se conservan 2 años en el Archivo de Gestión y 8 años en el Archivo Centra. Cumplido el tiempo de retención en el Archivo de Gestión eliminar por ser documentos que pierden sus valores primarios, son soportes para el Registro Calificado que se debe renovar cada 7 años. Los resultados de las pruebas proyectivas no se transfieren se eliminan en el Archivo de Gestión mediante picado. ;227
228;CRÉDITOS ACADÉMICOS EXTRAPLAN;1;Créditos académicos extraplan - registro de asistencia docentes;2018-11-29;2050-12-26;2;8;ELIMINACION;PAPEL;Se conservan 2 años en el Archivo de Gestión y 8 años en el Archivo Centra. Cumplido el tiempo de retención en el Archivo de Gestión eliminar por ser documentos que pierden sus valores primarios, son soportes para el Registro Calificado que se debe renovar cada 7 años.;228
229;CRÉDITOS ACADÉMICOS EXTRAPLAN;2;Créditos académicos extraplan – registro de asistencia estudiantes;2018-11-29;2050-12-26;2;8;ELIMINACION;PAPEL;Se conservan 2 años en el Archivo de Gestión y 8 años en el Archivo Centra. Cumplido el tiempo de retención en el Archivo de Gestión eliminar por ser documentos que pierden sus valores primarios, son soportes para el Registro Calificado que se debe renovar cada 7 años.;229
230;CRÉDITOS ACADÉMICOS EXTRAPLAN;3;Créditos académicos extraplan - reporte de notas;2018-11-29;2050-12-26;2;8;ELIMINACION;PAPEL;Se conservan 2 años en el Archivo de Gestión y 8 años en el Archivo Centra. Cumplido el tiempo de retención en el Archivo de Gestión eliminar por ser documentos que pierden sus valores primarios, son soportes para el Registro Calificado que se debe renovar cada 7 años.;230
